128.000000,0.095000
256.000000,0.195000
384.000000,0.293000
512.000000,0.426000
640.000000,0.414000
768.000000,0.546000
896.000000,0.541000
1024.000000,0.615000
1152.000000,0.728000
1280.000000,0.863000
1408.000000,0.949000
1536.000000,1.036000
1664.000000,1.074000
1792.000000,1.114000
1920.000000,1.185000
2048.000000,1.208000
2176.000000,1.401000
2304.000000,1.421000
2432.000000,1.587000
2560.000000,1.651000
2688.000000,1.999000
2816.000000,2.262000
2944.000000,2.128000
3072.000000,1.936000
3200.000000,2.241000
3328.000000,2.061000
3456.000000,1.905000
3584.000000,2.004000
3712.000000,2.014000
3840.000000,2.140000
3968.000000,2.156000
4096.000000,2.514000
4224.000000,2.620000
4352.000000,2.392000
4480.000000,2.427000
4608.000000,2.617000
4736.000000,2.583000
4864.000000,3.041000
4992.000000,3.279000
5120.000000,2.811000
5248.000000,3.048000
5376.000000,2.944000
5504.000000,2.984000
5632.000000,3.283000
5760.000000,3.132000
5888.000000,3.331000
6016.000000,3.689000
6144.000000,4.048000
6272.000000,3.564000
6400.000000,3.493000
6528.000000,3.540000
6656.000000,3.654000
6784.000000,4.260000
6912.000000,4.221000
7040.000000,3.822000
7168.000000,3.910000
7296.000000,4.515000
7424.000000,4.327000
7552.000000,4.262000
7680.000000,5.565000
7808.000000,4.355000
7936.000000,4.493000
8064.000000,5.164000
8192.000000,4.765000
8320.000000,4.538000
8448.000000,4.841000
8576.000000,5.224000
8704.000000,4.803000
8832.000000,5.042000
8960.000000,5.241000
9088.000000,4.942000
9216.000000,5.072000
9344.000000,5.355000
9472.000000,5.625000
9600.000000,5.612000
9728.000000,5.500000
9856.000000,5.600000
9984.000000,5.591000
